Her Fearful Symmetry                                          (p=0.1569)  [Fiction, Fantasy, Ghost, Contemporary, Adult]
The Imitation of Christ                                       (p=0.1330)  [Christian, Religion, Spirituality, Classics, Non]
Earth (The Book): A Visitor's Guide to the Human Race         (p=0.1330)  [Humor, Non, Comedy, Non-Fict, Politics]
The Fabric of the Cosmos: Space, Time, and the Texture of Reality  (p=0.1330)  [Science Fiction, Non, Physics, Non-Fict, Astronomy]
Palestine                                                     (p=0.1330)  [Graphic Novels, Comic, Non, Historical, Politics]
Significance (Significance, #1)                               (p=0.1330)  [Paranormal, Young, Young Adult, Fantasy, Supernatural]
Beautiful Redemption (The Maddox Brothers, #2)                (p=0.1330)  [Contemporary, Adult, Alpha, Young, Romance]
No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden  (p=0.1330)  [Non, Military, Historical, Biography, War]
Destroy Me (Shatter Me, #1.5)                                 (p=0.1330)  [Dystopian, Young, Novella, Young Adult, Fantasy]
The Rising: Antichrist is Born  (Before They Were Left Behind, #1)  (p=0.1330)  [Christian, Fiction, Religion, Thriller, Fantasy]
Holidays on Ice                                               (p=0.1330)  [Humor, Non, Memoir, Short Stories, Essay]
Into the Wild (Warriors, #1)                                  (p=0.1330)  [Fantasy, War, Children, Anime, Young]
Hardwired (Hacker, #1)                                        (p=0.1330)  [Erotica, Contemporary, New, Adult, Alpha]
Never Fade (The Darkest Minds, #2)                            (p=0.1330)  [Dystopian, Young, Young Adult, Science Fiction, Fantasy]
The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials)  (p=0.1330)  [Business, Non, Self, Non-Fict, Personal]
Maximum Ride, Vol. 1 (Maximum Ride: The Manga, #1)            (p=0.1330)  [Graphic Novels, Manga, Science Fiction, Young, Adventure]
Living Buddha, Living Christ                                  (p=0.1330)  [Spirituality, Religion, Buddhism, Non, Philosophy]
A. Lincoln                                                    (p=0.1330)  [Historical, Biography, Non, American, Civil]
Embrace the Night (Cassandra Palmer, #3)                      (p=0.1330)  [Urban Fiction, Vampires, Fantasy, Paranormal, Time]
I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)  (p=0.1330)  [Young, Young Adult, Spy, Mystery, Contemporary]
Citizen: An American Lyric                                    (p=0.1330)  [Poetry, Non, Non-Fict, Essay, Race]
Shadow's Claim (Immortals After Dark, #13; The Dacians, #1)   (p=0.1330)  [Paranormal, Vampires, Fantasy, Demon, Pnr]
Harry Potter Boxset (Harry Potter, #1-7)                      (p=0.1330)  [Fiction, Children, Young Adult, Fantasy, Classics]
The Iron Daughter                                             (p=0.1330)  [Fantasy, Young, Young Adult, Paranormal, Faery]
Price of a Kiss (Forbidden Men, #1)                           (p=0.1330)  [New, Contemporary, Funny, College, Abuse]
Thomas Jefferson: The Art of Power                            (p=0.1330)  [Biography, Historical, Non, American, Non-Fict]
The Adventures of Tom Sawyer & Adventures of Huckleberry Finn  (p=0.1330)  [Children, Classics, Literary Fiction, Young, American]
Angela's Ashes (Frank McCourt, #1)                            (p=0.1330)  [Memoir, Non, Biography, Non-Fict, Fiction]
Wrong (Wrong, #1)                                             (p=0.1330)  [New, Contemporary, Alpha, Funny, Erotica]
Fury (New Species, #1)                                        (p=0.1330)  [Paranormal, Erotica, Shifter, Science Fiction, Alpha]
Kiss of Frost (Mythos Academy, #2)                            (p=0.1330)  [Fantasy, Young, Mythology, Young Adult, Paranormal]
The Winner's Crime (The Winner's Trilogy, #2)                 (p=0.1330)  [Fantasy, Young, Young Adult, Dystopian, High]
Deadly Little Secret (Touch, #1)                              (p=0.1330)  [Young, Young Adult, Paranormal, Mystery, Fantasy]
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel  (p=0.1330)  [Travel, Non, Non-Fict, Self, Adventure]
Gabriel's Redemption (Gabriel's Inferno, #3)                  (p=0.1330)  [Contemporary, Adult, New, Erotica, Erótica]
Swamp Thing, Vol. 1: Saga of the Swamp Thing                  (p=0.1330)  [Graphic Novels, Comic, Horror, Comics, Fantasy]
Bakuman, Band 1: Traum und Realität                           (p=0.1330)  [Manga, Graphic Novels, Comic, Shounen, Slice]
Little Red Riding Hood                                        (p=0.1330)  [Children, Picture, Fairy Tales, Classics, Traditional]
Return (Redemption, #3)                                       (p=0.1330)  [Christian, Fiction, Inspirational, Adult, Family]
The Trumpet of the Swan                                       (p=0.1330)  [Children, Classics, Kids, Young, Fantasy]
Grit: Passion, Perseverance, and the Science of Success       (p=0.1330)  [Non, Self, Psychology, Non-Fict, Business]
The Perfect Play (Play by Play, #1)                           (p=0.1330)  [Sport, Contemporary, Erotica, Adult, Erotic]
A Briefer History of Time                                     (p=0.1330)  [Non, Science Fiction, Non-Fict, Historical, Astronomy]
Fairest (An Unfortunate Fairy Tale, #2)                       (p=0.1330)  [Fantasy, Fairy Tales, Young, Young Adult, Paranormal]
Ashes of Midnight (Midnight Breed, #6)                        (p=0.1330)  [Vampires, Paranormal, Fantasy, Pnr, Urban Fiction]
Grave Witch (Alex Craft, #1)                                  (p=0.1330)  [Urban Fiction, Fantasy, Paranormal, Witches, Fae]
Passion Unleashed (Demonica #3)                               (p=0.1330)  [Paranormal, Demon, Vampires, Fantasy, Pnr]
Rebel Spring (Falling Kingdoms, #2)                           (p=0.1330)  [Fantasy, Young, Young Adult, High, Adventure]
Black Bird, Vol. 01 (Black Bird, #1)                          (p=0.1330)  [Manga, Fantasy, Graphic Novels, Paranormal, Demon]
This Savage Song (Monsters of Verity, #1)                     (p=0.1330)  [Fantasy, Young, Young Adult, Dystopian, Paranormal]
The Air He Breathes (Elements, #1)                            (p=0.1330)  [Contemporary, New, Adult, Drama, Angst]
The Rest Is Noise: Listening to the Twentieth Century         (p=0.1330)  [Non, Historical, Non-Fict, Art, Culture]
Royally Screwed (Royally, #1)                                 (p=0.1330)  [Contemporary, New, Young Adult, Adult, Funny]
Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers  (p=0.1330)  [Business, Non, Entrepreneurship, Technology, Tech]
Einstein: His Life and Universe                               (p=0.1330)  [Biography, Non, Science Fiction, Non-Fict, Historical]
The English Spy (Gabriel Allon, #15)                          (p=0.1330)  [Spy, Thriller, Espionage, Action, Mystery]
Down London Road (On Dublin Street, #2)                       (p=0.1330)  [New, Contemporary, Adult, Erotica, Romance]
Torn (Trylle, #2)                                             (p=0.1330)  [Fantasy, Young Adult, Paranormal, Young, Supernatural]
Vampire, Interrupted (Argeneau #9)                            (p=0.1330)  [Vampires, Paranormal, Fantasy, Humor, Pnr]
Crave (Fallen Angels, #2)                                     (p=0.1330)  [Paranormal, Angel, Fantasy, Urban Fiction, Fallen]
Bad Moon Rising (Dark-Hunter #18; Were-Hunter #4; Hellchaser #2)  (p=0.1330)  [Paranormal, Dark, Fantasy, Vampires, Shifter]
Love Left Behind                                              (p=0.1330)  [New, Contemporary, Adult, Second, Erotica]
Truce (Neighbor from Hell, #4)                                (p=0.1330)  [Historical, Funny, Humor, Adult, Romance]
Now, Discover Your Strengths                                  (p=0.1330)  [Business, Non, Self, Personal, Non-Fict]
A Night to Remember                                           (p=0.1330)  [Non, Non-Fict, Historical, Classics, Disaster]
Stay with Me (Wait for You, #3)                               (p=0.1330)  [New, Contemporary, College, Young, Adult]
Forever You (Forever, #2)                                     (p=0.1330)  [New, Contemporary, Alpha, Erotica, Adult]
Executive Power (Mitch Rapp, #6)                              (p=0.1330)  [Thriller, Fiction, Spy, Action, Mystery]
Tractatus Logico-Philosophicus                                (p=0.1330)  [Philosophy, Non, Non-Fict, German, Classics]
El Deafo                                                      (p=0.1329)  [Graphic Novels, Children, Middle, Memoir, Biography]
Linchpin: Are You Indispensable?                              (p=0.1329)  [Business, Non, Self, Personal, Non-Fict]
Misquoting Jesus: The Story Behind Who Changed the Bible and Why  (p=0.1329)  [Non, Historical, Religion, Non-Fict, Christian]
On Becoming a Person: A Therapist's View of Psychotherapy     (p=0.1329)  [Psychology, Non, Psych, Non-Fict, Counseling]
The Talent Code: Unlocking the Secret of Skill in Sports, Art, Music, Math, and Just About Everything Else  (p=0.1329)  [Non, Self, Psychology, Non-Fict, Business]
InuYasha: Turning Back Time (InuYasha, #1)                    (p=0.1329)  [Manga, Fantasy, Graphic Novels, Comic, Adventure]
Stars Above (The Lunar Chronicles, #4.5)                      (p=0.1329)  [Young, Science Fiction, Fairy Tales, Retelling, Dystopian]
The Rise and Fall of the Third Reich: A History of Nazi Germany  (p=0.1329)  [Historical, Non, World, Non-Fict, Wwii]
The Omnivore's Dilemma: A Natural History of Four Meals       (p=0.1329)  [Non, Food, Non-Fict, Science Fiction, Historical]
Ironside (Modern Faerie Tales, #3)                            (p=0.1329)  [Fantasy, Young, Young Adult, Faery, Urban Fiction]
The Laughing Corpse (Anita Blake, Vampire Hunter, #2)         (p=0.1329)  [Vampires, Urban Fiction, Paranormal, Fantasy, Mystery]
Become a Better You: 7 Keys to Improving Your Life Every Day  (p=0.1329)  [Christian, Self, Spirituality, Inspirational, Non]
Lean In: Women, Work, and the Will to Lead                    (p=0.1329)  [Non, Business, Non-Fict, Feminism, Self]
Cinder (The Lunar Chronicles, #1)                             (p=0.1329)  [Science Fiction, Young, Fantasy, Young Adult, Dystopian]
The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide  (p=0.1329)  [Self, Non, Non-Fict, Young, Psychology]
Built to Last: Successful Habits of Visionary Companies       (p=0.1329)  [Business, Non, Non-Fict, Self, Strategy]
Catch Me If You Can: The True Story of a Real Fake            (p=0.1329)  [Non, Biography, Memoir, Non-Fict, Crime]
Them: Adventures with Extremists                              (p=0.1329)  [Non, Non-Fict, Politics, Humor, Journals]
Fear and Loathing on the Campaign Trail '72                   (p=0.1329)  [Non, Politics, Historical, Non-Fict, Journals]
The Gruffalo                                                  (p=0.1329)  [Children, Picture, Kids, Fiction, Anime]
The Healer (O'Malley #5)                                      (p=0.1329)  [Christian, Fiction, Mystery, Thriller, Contemporary]
The Art of the Start: The Time-Tested, Battle-Hardened Guide for Anyone Starting Anything  (p=0.1329)  [Entrepreneurship, Business, Non, Self, Non-Fict]
The Guardian (O'Malley #2)                                    (p=0.1329)  [Christian, Fiction, Mystery, Thriller, Contemporary]
Welcome to Shadowhunter Academy (Tales from the Shadowhunter Academy, #1)  (p=0.1329)  [Fantasy, Young, Short Stories, Young Adult, Novella]
A Shade of Blood (A Shade of Vampire, #2)                     (p=0.1329)  [Vampires, Paranormal, Fantasy, Young Adult, Young]
My Friend Flicka (Flicka, #1)                                 (p=0.1329)  [Children, Classics, Horses, Fiction, Anime]
The Judgment of Paris: The Revolutionary Decade That Gave the World Impressionism  (p=0.1329)  [Art, Historical, Non, Non-Fict, French]
Desert Solitaire                                              (p=0.1329)  [Non, Nature, Non-Fict, Memoir, Travel]
I Suck at Girls                                               (p=0.1329)  [Humor, Non, Memoir, Biography, Non-Fict]
A Wrinkle in Time (A Wrinkle in Time Quintet, #1)             (p=0.1329)  [Fantasy, Children, Science Fiction, Classics, Young]
Silent Spring                                                 (p=0.1329)  [Non, Non-Fict, Environment, Science Fiction, Classics]
One for the Murphys                                           (p=0.1329)  [Realistic, Middle, Young, Children, Young Adult]
Miracles                                                      (p=0.1329)  [Christian, Theology, Religion, Non, Philosophy]
Leadership and Self-Deception: Getting Out of the Box         (p=0.1329)  [Self, Business, Non-Fict, Psychology, Personal]
Unorthodox: The Scandalous Rejection of My Hasidic Roots      (p=0.1329)  [Memoir, Non, Biography, Religion, Non-Fict]
Saga, Vol. 4 (Saga, #4)                                       (p=0.1329)  [Graphic Novels, Comic, Science Fiction, Fantasy, Comics]
The Dance Of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships  (p=0.1329)  [Self, Psychology, Non, Non-Fict, Relationship]
Devil's Game (Reapers MC, #3)                                 (p=0.1329)  [Biker, Alpha, Contemporary, Motorcycle, Erotica]
Cocky Bastard                                                 (p=0.1329)  [New, Contemporary, Funny, Adult, Second]
Kitty and the Silver Bullet (Kitty Norville, #4)              (p=0.1329)  [Urban Fiction, Paranormal, Fantasy, Vampires, Werewolves]
Nimona                                                        (p=0.1329)  [Graphic Novels, Fantasy, Comic, Young, Young Adult]
Fire Inside (Chaos, #2)                                       (p=0.1329)  [Biker, Alpha, Contemporary, Motorcycle, Adult]
The Assassin and the Desert (Throne of Glass, #0.3)           (p=0.1329)  [Fantasy, Young, Novella, Young Adult, Short Stories]
Keep Holding On                                               (p=0.1329)  [Young, Young Adult, Contemporary, Realistic, Abuse]
Paper Princess (The Royals, #1)                               (p=0.1329)  [New, Contemporary, Young, Young Adult, High]
Beautiful Beginning (Beautiful Bastard, #3.5)                 (p=0.1329)  [Contemporary, Erotica, Novella, Adult, New]
The Dead-Tossed Waves (The Forest of Hands and Teeth, #2)     (p=0.1329)  [Young, Dystopian, Young Adult, Zombies, Horror]
Forever with You (Fixed, #3)                                  (p=0.1329)  [Erotica, Alpha, Adult, Contemporary, New]
Sickened: The Memoir of a Munchausen by Proxy Childhood       (p=0.1329)  [Memoir, Non, Biography, Non-Fict, Psychology]
The Bet (The Bet, #1)                                         (p=0.1329)  [New, Contemporary, Romance, Funny, Chick Lit]
We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam  (p=0.1329)  [Historical, Military, Non, War, Vietnam]
Dirty English (English, #1)                                   (p=0.1329)  [New, Fighter, Contemporary, Alpha, Sport]
Scoring Wilder                                                (p=0.1329)  [New, Sport, Contemporary, Forbidden, Funny]
The Last Man (Mitch Rapp, #13)                                (p=0.1329)  [Thriller, Fiction, Spy, Action, Mystery]
The Running Dream                                             (p=0.1329)  [Young, Young Adult, Realistic, Sport, Disability]
Beauty Pop, Vol. 1 (Beauty Pop, #1)                           (p=0.1329)  [Manga, Graphic Novels, Comic, Shoujo, Young]
Smoke Gets in Your Eyes: And Other Lessons from the Crematory  (p=0.1329)  [Non, Memoir, Non-Fict, Biography, Death]
Eleanor of Aquitaine: A Life                                  (p=0.1329)  [Historical, Non, Biography, Medieval, Non-Fict]
The Blank Slate: The Modern Denial of Human Nature            (p=0.1329)  [Science Fiction, Psychology, Non, Philosophy, Non-Fict]
Seventh Grave and No Body (Charley Davidson, #7)              (p=0.1329)  [Paranormal, Urban Fiction, Fantasy, Mystery, Demon]
Manufacturing Consent: The Political Economy of the Mass Media  (p=0.1329)  [Politics, Non, Non-Fict, Historical, Philosophy]
I Feel Bad about My Neck: And Other Thoughts on Being a Woman  (p=0.1329)  [Non, Memoir, Humor, Non-Fict, Essay]
If Life Is a Bowl of Cherries What Am I Doing in the Pits?    (p=0.1329)  [Humor, Non, Comedy, Memoir, Humour]
Retribution (Dark-Hunter, #19)                                (p=0.1329)  [Paranormal, Dark, Fantasy, Vampires, Urban Fiction]
Paranormalcy (Paranormalcy, #1)                               (p=0.1329)  [Young, Paranormal, Fantasy, Young Adult, Vampires]
This is Not My Hat                                            (p=0.1329)  [Picture, Children, Kids, Humor, Anime]
Pucked (Pucked, #1)                                           (p=0.1329)  [Sport, New, Contemporary, Funny, Hockey]
Curse the Dawn (Cassandra Palmer, #4)                         (p=0.1329)  [Urban Fiction, Vampires, Fantasy, Paranormal, Ghost]
Mastery                                                       (p=0.1329)  [Self, Non, Business, Psychology, Personal]
The Initiate (Divergent, #0.2)                                (p=0.1329)  [Dystopian, Young, Short Stories, Young Adult, Novella]
Corduroy                                                      (p=0.1328)  [Children, Picture, Kids, Classics, Fiction]
Thoughtless (Thoughtless, #1)                                 (p=0.1328)  [New, Romance, Contemporary, Rock, Young]
Born at Midnight (Shadow Falls, #1)                           (p=0.1328)  [Paranormal, Vampires, Fantasy, Young Adult, Werewolves]
Don't Judge a Girl by Her Cover (Gallagher Girls, #3)         (p=0.1328)  [Young Adult, Spy, Mystery, Young, Contemporary]
Is Everyone Hanging Out Without Me? (And Other Concerns)      (p=0.1328)  [Non, Memoir, Humor, Biography, Non-Fict]
Bonhoeffer: Pastor, Martyr, Prophet, Spy                      (p=0.1328)  [Biography, Non, Historical, Religion, Non-Fict]
Means of Ascent (The Years of Lyndon Johnson, #2)             (p=0.1328)  [Biography, Historical, Politics, Non, American]
Captive in the Dark (The Dark Duet, #1)                       (p=0.1328)  [Dark, Erotica, Bdsm, Adult, Contemporary]
The Deal (Off-Campus, #1)                                     (p=0.1328)  [New, Contemporary, Sport, College, Funny]
Made to Stick: Why Some Ideas Survive and Others Die          (p=0.1328)  [Business, Psychology, Non-Fict, Non, Self]
Rumpelstiltskin                                               (p=0.1328)  [Children, Picture, Fairy Tales, Traditional, Classics]
Variant (Variant, #1)                                         (p=0.1328)  [Dystopian, Young, Science Fiction, Young Adult, Mystery]
Finding Cinderella (Hopeless, #2.5)                           (p=0.1328)  [New, Novella, Young, Contemporary, Young Adult]
Scarlet (The Lunar Chronicles, #2)                            (p=0.1328)  [Fairy Tales, Fantasy, Young Adult, Science Fiction, Young]
Dancing Wu Li Masters: An Overview of the New Physics (Perennial Classics)  (p=0.1328)  [Science Fiction, Non, Physics, Philosophy, Spirituality]
Zen of Seeing: Seeing/Drawing as Meditation                   (p=0.1328)  [Art, Spirituality, Non, Philosophy, Buddhism]
The BFG                                                       (p=0.1328)  [Children, Fantasy, Kids, Classics, Middle]
Partials (Partials Sequence, #1)                              (p=0.1328)  [Dystopian, Science Fiction, Young, Young Adult, Post]
Pursuit of Honor (Mitch Rapp, #12)                            (p=0.1328)  [Thriller, Fiction, Spy, Action, Mystery]
Second Chance Summer                                          (p=0.1328)  [Young Adult, Contemporary, Young, Realistic, Summer]
Che Guevara: A Revolutionary Life                             (p=0.1328)  [Biography, Historical, Non, Politics, Non-Fict]
My Soul to Take (Soul Screamers, #1)                          (p=0.1328)  [Young, Paranormal, Young Adult, Fantasy, Urban Fiction]
Twilight and History                                          (p=0.1328)  [Vampires, Non, Historical, Fantasy, Essay]
Night World, No. 3 (Night World, #7-9)                        (p=0.1328)  [Vampires, Young, Fantasy, Paranormal, Young Adult]
Knuffle Bunny Too: A Case of Mistaken Identity (Knuffle Bunny, #2)  (p=0.1328)  [Children, Picture, Kids, Humor, Fiction]
Locke & Key, Vol. 2: Head Games                               (p=0.1328)  [Graphic Novels, Comic, Horror, Fantasy, Comics]
The Defining Decade: Why Your Twenties Matter--And How to Make the Most of Them Now  (p=0.1328)  [Non, Self, Non-Fict, Psychology, Personal]
Arrows of the Queen (Heralds of Valdemar, #1)                 (p=0.1328)  [Fantasy, Fiction, Young, Young Adult, High]
Stolen Songbird (The Malediction Trilogy, #1)                 (p=0.1328)  [Fantasy, Young, Young Adult, Paranormal, High]
Locke & Key, Vol. 1: Welcome to Lovecraft                     (p=0.1328)  [Graphic Novels, Comic, Horror, Fantasy, Comics]
Shine Not Burn (Shine Not Burn, #1)                           (p=0.1328)  [Cowboy, New, Contemporary, Funny, Adult]
An Astronaut's Guide to Life on Earth                         (p=0.1328)  [Non, Biography, Science Fiction, Memoir, Non-Fict]
Reaper's Legacy (Reapers MC, #2)                              (p=0.1328)  [Biker, Alpha, Erotica, Contemporary, Bad]
Psycho-Cybernetics, A New Way to Get More Living Out of Life  (p=0.1328)  [Self, Psychology, Non, Personal, Business]
Dealing with Dragons (Enchanted Forest Chronicles, #1)        (p=0.1328)  [Fantasy, Young, Children, Dragon, Young Adult]
The Innocent (Will Robie, #1)                                 (p=0.1328)  [Thriller, Crime, Mystery, Action, Adult]
Kiss an Angel                                                 (p=0.1328)  [Contemporary, Chick Lit, Romance, Adult, Funny]
Don't Sweat the Small Stuff ... and it's all small stuff: Simple Ways to Keep the Little Things from Taking Over Your Life  (p=0.1328)  [Psychology, Inspirational, Spirituality, Philosophy, Business]
How I Raised Myself from Failure to Success in Selling        (p=0.1328)  [Business, Self, Non, Personal, Psychology]
Storm (Elemental, #1)                                         (p=0.1328)  [Supernatural, Romance, Young Adult, Young, Fantasy]
When Will Jesus Bring the Pork Chops?                         (p=0.1328)  [Humor, Non, Comedy, Non-Fict, Humour]
Sweeney Todd: The Demon Barber of Fleet Street                (p=0.1328)  [Plays, Theatre, Drama, Horror, Musical]
Disney's the Lion King                                        (p=0.1328)  [Children, Kids, Picture, Fiction, Anime]
Captivated by You (Crossfire, #4)                             (p=0.1328)  [Erotica, Adult, Contemporary, Alpha, Bdsm]
Skin Trade (Anita Blake, Vampire Hunter #17)                  (p=0.1328)  [Vampires, Paranormal, Fantasy, Urban Fiction, Horror]
A Long Walk to Water: Based on a True Story                   (p=0.1328)  [Historical, Young, Children, Young Adult, Non]
Mindset: The New Psychology of Success                        (p=0.1328)  [Non, Psychology, Self, Education, Non-Fict]
Dreamless (Starcrossed, #2)                                   (p=0.1328)  [Fantasy, Young, Mythology, Young Adult, Greek]
Undead and Unreturnable (Undead, #4)                          (p=0.1328)  [Vampires, Paranormal, Fantasy, Urban Fiction, Chick Lit]
Mrs. Kennedy and Me: An Intimate Memoir                       (p=0.1328)  [Biography, Non, Memoir, Historical, Non-Fict]
Wave                                                          (p=0.1328)  [Memoir, Non, Biography, Non-Fict, Grief]
Outliers: The Story of Success                                (p=0.1328)  [Non-Fict, Psychology, Non, Self, Economics]
Music of the Heart (Runaway Train, #1)                        (p=0.1328)  [New, Rock, Contemporary, Rockstar, Rocker]
Hush, Hush (Hush, Hush, #1)                                   (p=0.1328)  [Young, Fantasy, Angel, Young Adult, Paranormal]
Undeniable (Undeniable, #1)                                   (p=0.1328)  [Biker, Alpha, Dark, Contemporary, Adult]
Down to You (The Bad Boys, #1)                                (p=0.1328)  [New, Contemporary, Romance, Bad, Erotica]
Fighting for Flight (Fighting, #1)                            (p=0.1328)  [Fighter, New, Alpha, Sport, Contemporary]
Love Unscripted (Love, #1)                                    (p=0.1328)  [Contemporary, New, Adult, Chick Lit, Romance]
Kissed by an Angel/The Power of Love/Soulmates (Kissed by an Angel, #1-3)  (p=0.1328)  [Young, Angel, Young Adult, Paranormal, Fantasy]
Sin Undone (Demonica #5)                                      (p=0.1328)  [Paranormal, Demon, Vampires, Fantasy, Pnr]
Columbine                                                     (p=0.1328)  [Non-Fict, True, Historical, Psychology, Adult]
Wisdom (My Blood Approves, #4)                                (p=0.1328)  [Vampires, Young, Young Adult, Paranormal, Fantasy]
The Killing (Cherub, #4)                                      (p=0.1328)  [Young, Cherub, Spy, Action, Young Adult]
The Assassin and the Empire (Throne of Glass, #0.5)           (p=0.1328)  [Fantasy, Young, Novella, Young Adult, Short Stories]
We Wish to Inform You That Tomorrow We Will Be Killed with Our Families  (p=0.1328)  [Non, Non-Fict, Historical, War, Politics]
The Folk of the Faraway Tree (The Faraway Tree, #3)           (p=0.1328)  [Children, Classics, Fantasy, Adventure, Kids]
One Tiny Lie (Ten Tiny Breaths, #2)                           (p=0.1328)  [New, Contemporary, Romance, Young, College]
The Dream Hunter (Dark-Hunter #10, Dream-Hunter #1)           (p=0.1328)  [Paranormal, Vampires, Urban Fiction, Adult, Dark]
The Friend Zone (Game On, #2)                                 (p=0.1328)  [New, Sport, Contemporary, Friends, Funny]
One Thousand Gifts: A Dare to Live Fully Right Where You Are  (p=0.1328)  [Non, Christian, Spirituality, Faith, Non-Fict]
Loving Mr. Daniels                                            (p=0.1328)  [New, Forbidden, Teacher, Contemporary, Student]
Claimed By Shadow (Cassandra Palmer, #2)                      (p=0.1328)  [Urban Fiction, Vampires, Fantasy, Paranormal, Ghost]
Touch of Power (Healer, #1)                                   (p=0.1328)  [Fantasy, Young, Young Adult, High, Paranormal]
The Pioneer Woman Cooks: Recipes from an Accidental Country Girl  (p=0.1328)  [Cookbook, Cooks, Non, Food, Cook]
How Children Succeed: Grit, Curiosity, and the Hidden Power of Character  (p=0.1328)  [Non, Education, Non-Fict, Psychology, Teaching]
Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets  (p=0.1328)  [Non, Economics, Business, Finance, Psychology]
Gentle Rogue (Malory-Anderson Family, #3)                     (p=0.1328)  [Historical, Regency, Pirate, Romance, Adult]
Burned (Fever, #7)                                            (p=0.1328)  [Urban Fiction, Fantasy, Paranormal, Fae, Adult]
Reasonable Doubt: Volume 3 (Reasonable Doubt, #3)             (p=0.1328)  [Erotica, Contemporary, Alpha, New, Adult]
Assassination Vacation                                        (p=0.1328)  [Non-Fict, Historical, Non, Travel, Essay]
Suicide Notes                                                 (p=0.1328)  [Young, LGBTQ, Young Adult, Mental, Contemporary]
Third Grave Dead Ahead (Charley Davidson, #3)                 (p=0.1328)  [Paranormal, Urban Fiction, Fantasy, Mystery, Ghost]
Breaking Dawn (Twilight, #4)                                  (p=0.1328)  [Young Adult, Fantasy, Young, Paranormal, Contemporary]
Winning                                                       (p=0.1328)  [Business, Non, Biography, Self, Non-Fict]
Midnight Rising (Midnight Breed, #4)                          (p=0.1328)  [Vampires, Paranormal, Fantasy, Pnr, Urban Fiction]
Black Like Me                                                 (p=0.1328)  [Non, Biography, Non-Fict, Memoir, Historical]
Team of Rivals: The Political Genius of Abraham Lincoln       (p=0.1328)  [Historical, Biography, Non, Non-Fict, Politics]
Champion (Legend, #3)                                         (p=0.1328)  [Dystopian, Young, Young Adult, Science Fiction, Fantasy]
The Man Who Mistook His Wife for a Hat and Other Clinical Tales  (p=0.1328)  [Non, Psychology, Science Fiction, Non-Fict, Medicine]
Ghost in the Wires: My Adventures as the World's Most Wanted Hacker  (p=0.1328)  [Non, Biography, Non-Fict, Memoir, Technology]
Twelve Years a Slave                                          (p=0.1328)  [Non, Historical, Biography, Memoir, Classics]
Dark Fire (Dark, #6)                                          (p=0.1328)  [Vampires, Paranormal, Fantasy, Carpathian, Pnr]
The New Drawing on the Right Side of the Brain                (p=0.1328)  [Art, Education, Self, Instruction, Abandoned]
One Summer: America, 1927                                     (p=0.1328)  [Historical, Non, Non-Fict, American, Adult]
The Secret of Ella and Micha (The Secret, #1)                 (p=0.1327)  [New, Contemporary, Young, Young Adult, Friends]
Sweet Filthy Boy (Wild Seasons, #1)                           (p=0.1327)  [New, Contemporary, Erotica, Adult, Funny]
The Gay Science                                               (p=0.1327)  [Philosophy, Non, German, Classics, Non-Fict]
Saga, Vol. 6 (Saga, #6)                                       (p=0.1327)  [Graphic Novels, Comic, Science Fiction, Fantasy, Comics]
Beneath This Man (This Man, #2)                               (p=0.1327)  [Erotica, Alpha, Bdsm, Contemporary, Adult]
Diary ng Panget                                               (p=0.1327)  [Dnp, Diary, Young, Filipino, Humor]
The Calvin and Hobbes Tenth Anniversary Book                  (p=0.1327)  [Comic, Humor, Graphic Novels, Children, Fiction]
Leaving Paradise (Leaving Paradise, #1)                       (p=0.1327)  [Young, Young Adult, Contemporary, Realistic, Teen]
Styxx (Dark-Hunter, #22)                                      (p=0.1327)  [Paranormal, Dark, Fantasy, Vampires, Mythology]
Fourth Grave Beneath My Feet (Charley Davidson, #4)           (p=0.1327)  [Paranormal, Urban Fiction, Fantasy, Mystery, Ghost]
Revenge of the Witch (The Last Apprentice / Wardstone Chronicles, #1)  (p=0.1327)  [Young, Fantasy, Horror, Young Adult, Paranormal]
Once Burned (Night Prince, #1)                                (p=0.1327)  [Vampires, Paranormal, Urban Fiction, Fantasy, Adult]
Tokyo Mew Mew, Vol. 1 (Tokyo Mew Mew, #1)                     (p=0.1327)  [Manga, Fantasy, Graphic Novels, Comic, Anime]
Flawless (Pretty Little Liars, #2)                            (p=0.1327)  [Young, Mystery, Young Adult, Contemporary, Chick Lit]
Ecstasy Unveiled (Demonica #4)                                (p=0.1327)  [Paranormal, Demon, Vampires, Fantasy, Pnr]
A Pocket for Corduroy                                         (p=0.1327)  [Children, Picture, Kids, Classics, Fiction]
The Boxcar Children (The Boxcar Children, #1)                 (p=0.1327)  [Children, Mystery, Young, Kids, Chapter]
A Walk to Remember                                            (p=0.1327)  [Adult, Romance, Drama, Realistic, Young Adult]
